spelling	coltheart.N	OLD20	celex.frequency	celex.cd	celex.frequency.lemma	subtlex.frequency	subtlex.cd	subtlex.frequency.lemma	subtlex.frequency.million	subtlex.log10.frequency	subtlex.cd.percentage	subtlex.log10.cd	subtlex.dominant.pos	subtlex.dominant.pos.frequency	subtlex.dominant.pos.lemma	subtlex.dominant.pos.lemma.frequency	subtlex.all.pos	subtlex.all.pos.frequency	subtlex.all.pos.lemma.frequency	summed.monogram	summed.bigram	summed.trigram	stress	nchar	nsyl	celex.morphology	celex.flection	celex.synclass
beneelt	6	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3851649	336970	26293	NA	NA	NA	NA	NA	NA
beneend	2	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3907407	468336	65725	NA	NA	NA	NA	NA	NA
beneent	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3976189	444058	31458	NA	NA	NA	NA	NA	NA
beneerd	7	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3890162	419076	52368	NA	NA	NA	NA	NA	NA
beneidt	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3475069	272148	21666	NA	NA	NA	NA	NA	NA
benen	22	1	5529	459	8098	2965	1942	2975	67.8033	3.4722	24.0644	3.2885	N	2958	benen	2962	.N.WW.	.2958.7.	.2962.13.	3139790	431350	89438	10	5	2	complex.monomorphemic	infinitive.plural.plural present.positive	Adjective.Noun.Verb
beng	9	1.35	NA	NA	NA	33	27	33	0.7546	1.5315	0.3346	1.4472	N	26	beng	26	.N.WW.SPEC.	.26.4.3.	.26.4.3.	2375346	233811	21062	NA	NA	NA	NA	NA	NA
benger	3	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3246841	424674	53380	NA	NA	NA	NA	NA	NA
bengpil	0	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2845053	243019	14094	NA	NA	NA	NA	NA	NA
benieuwd	1	2.1	364	185	387	646	582	647	14.7727	2.8109	7.2119	2.7657	ADJ	607	benieuwd	607	.ADJ.WW.	.607.39.	.607.40.	3365961	281338	17901	1	8	2	complex.lexicalised	participle past.positive	Adjective.Verb
benig	7	1.55	37	31	118	5	3	24	0.1143	0.7782	0.0372	0.6021	ADJ	5	benig	24	.ADJ.	.5.	.24.	2601175	236682	17450	10	5	2	complex	positive	Adjective
benk	10	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2352999	205596	13648	NA	NA	NA	NA	NA	NA
benken	10	1.35	NA	NA	NA	1	1	1	0.0229	0.301	0.0124	0.301	WW	1	benken	1	.WW.	.1.	.1.	3241739	446916	97504	NA	NA	NA	NA	NA	NA
benocht	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2823055	287500	30474	NA	NA	NA	NA	NA	NA
benoemd	3	1.75	830	218	1436	219	183	452	5.0081	2.3424	2.2677	2.2648	WW	217	benoemen	445	.WW.SPEC.N.	.217.1.1.	.445.1.6.	3298694	261764	14589	1	7	2	complex	participle past	Verb
benog	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2579254	217038	12528	NA	NA	NA	NA	NA	NA
benot	3	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2685531	238160	13341	NA	NA	NA	NA	NA	NA
bent	21	1	15460	507	852027	122036	7996	1891430	2790.7069	5.0865	99.083	3.9029	WW	122021	zijn	1891415	.WW.N.SPEC.	.122021.10.5.	.1891415.10.5.	2481623	244332	20071	1	4	1	monomorphemic	singular.singular 2p present	Noun.Verb
benten	15	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3370363	502133	113890	NA	NA	NA	NA	NA	NA
bentog	0	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2809827	245397	19477	NA	NA	NA	NA	NA	NA
benttand	0	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3387674	344761	43053	NA	NA	NA	NA	NA	NA
benucht	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2701496	282942	30366	NA	NA	NA	NA	NA	NA
benul	1	1.9	154	104	154	128	121	128	2.9271	2.1106	1.4994	2.0864	N	128	benul	128	.N.	.128.	.128.	2491773	205165	11421	1	5	2	undetermined	singular	Noun
benut	2	1.8	300	158	680	43	42	116	0.9833	1.6435	0.5204	1.6335	WW	38	benutten	111	.WW.SPEC.N.	.38.4.1.	.111.4.1.	2563972	231298	12021	1	5	2	complex	participle past.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Verb
benzing	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2913069	283870	40783	NA	NA	NA	NA	NA	NA
beoogd	2	1.7	193	95	997	5	5	28	0.1143	0.7782	0.062	0.7782	WW	5	beogen	28	.WW.	.5.	.28.	2662039	112608	12987	1	6	2	complex	participle past	Verb
beoogt	1	1.8	252	115	997	3	3	28	0.0686	0.6021	0.0372	0.6021	WW	3	beogen	28	.WW.	.3.	.28.	2730821	116649	13040	1	6	2	complex	singular 2p present.singular 3p present	Verb
bep	20	1	101	17	101	9	2	9	0.2058	1	0.0248	0.4771	SPEC	8	bep	8	.SPEC.N.	.8.1.	.8.1.	2053640	59122	10761	NA	NA	NA	NA	NA	NA
bepaald	5	1.65	7122	689	22634	1444	1188	3416	33.0212	3.1599	14.7212	3.0752	ADJ	1013	bepaald	1016	.ADJ.WW.	.1013.431.	.1016.2400.	2835351	157132	18769	1	7	2	complex.lexicalised	participle past.positive	Adjective.Verb
bepaalt	4	1.75	1070	288	13245	482	434	2400	11.0223	2.6839	5.3779	2.6385	WW	482	bepalen	2400	.WW.	.482.	.2400.	2904133	156342	18074	1	7	2	complex	singular 2p present.singular 3p present	Verb
bepaat	3	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2745759	152472	17351	NA	NA	NA	NA	NA	NA
bepag	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2408709	86319	12215	NA	NA	NA	NA	NA	NA
bepant	2	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2797900	151967	19332	NA	NA	NA	NA	NA	NA
bepen	17	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2942380	295750	89281	NA	NA	NA	NA	NA	NA
beper	9	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2925135	220725	36272	NA	NA	NA	NA	NA	NA
beperkt	3	1.7	2892	525	6039	321	290	705	7.3406	2.5079	3.5936	2.4639	ADJ	172	beperkt	270	.ADJ.WW.SPEC.	.172.148.1.	.270.434.1.	3257657	245990	25321	1	7	2	complex.lexicalised	participle past.positive.singular 2p present.singular 3p present	Adjective.Verb
bepi	0	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2279469	61381	10694	NA	NA	NA	NA	NA	NA
bepin	5	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2562383	180153	13954	NA	NA	NA	NA	NA	NA
beplaap	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2759064	131989	19065	NA	NA	NA	NA	NA	NA
beplaat	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2904133	172557	23230	NA	NA	NA	NA	NA	NA
beplam	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2518906	97217	15993	NA	NA	NA	NA	NA	NA
beplast	3	1.8	NA	NA	NA	2	2	2	0.0457	0.4771	0.0248	0.4771	WW	2	beplassen	2	.WW.	.2.	.2.	2875169	184158	28723	NA	NA	NA	NA	NA	NA
bepleid	1	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3205460	148392	24538	NA	NA	NA	NA	NA	NA
bepleit	1	1.9	215	102	505	9	9	29	0.2058	1	0.1115	1	WW	8	bepleiten	28	.WW.N.	.8.1.	.28.1.	3274242	161281	19148	1	7	2	complex	participle past.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Verb
beploot	3	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2850403	145914	17613	NA	NA	NA	NA	NA	NA
beplop	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2501426	95978	15343	NA	NA	NA	NA	NA	NA
bepluk	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2396312	78032	12157	NA	NA	NA	NA	NA	NA
beplukt	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2626885	112953	14446	NA	NA	NA	NA	NA	NA
bepoelt	3	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3252321	177744	18294	NA	NA	NA	NA	NA	NA
bepoen	1	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3146288	307898	83520	NA	NA	NA	NA	NA	NA
bepoord	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2888916	165361	28484	NA	NA	NA	NA	NA	NA
bepraalt	0	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3169802	181520	23619	NA	NA	NA	NA	NA	NA
beproefd	3	1.75	168	107	553	7	7	46	0.1601	0.9031	0.0867	0.9031	WW	7	beproeven	46	.WW.	.7.	.46.	3335074	148929	21407	1	8	2	complex.lexicalised	participle past.positive	Adjective.Verb
beproek	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3230992	135705	23991	NA	NA	NA	NA	NA	NA
ber	21	1	24	12	24	2	2	16	0.0457	0.4771	0.0248	0.4771	SPEC	1	ber	1	.SPEC.N.	.1.1.	.1.15.	2233805	192373	31597	NA	NA	NA	NA	NA	NA
beraad	4	1.65	208	94	255	52	43	52	1.1891	1.7243	0.5328	1.6435	N	52	beraad	52	.N.	.52.	.52.	2857142	265974	22707	1	6	2	complex.undetermined	singular.singular 1p present.singular 2p present inversed	Noun.Verb
beraamd	6	1.5	63	54	191	44	39	113	1.0062	1.6532	0.4833	1.6021	WW	44	beramen	113	.WW.	.44.	.113.	2933261	270029	22365	1	7	2	complex	participle past	Verb
beraart	8	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3191593	302061	38317	NA	NA	NA	NA	NA	NA
berangt	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3102361	292137	24301	NA	NA	NA	NA	NA	NA
berast	6	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2896960	293288	29433	NA	NA	NA	NA	NA	NA
berber	1	1.9	142	13	181	10	2	10	0.2287	1.0414	0.0248	0.4771	SPEC	10	berber	10	.SPEC.	.10.	.10.	3168296	340343	38446	10	6	2	monomorphemic	singular	Noun
berbers	0	1.9	39	8	181	11	6	11	0.2515	1.0792	0.0743	0.8451	N	8	berber	8	.N.SPEC.	.8.3.	.8.3.	3370105	369517	43423	10	7	2	monomorphemic	plural	Noun
berd	7	1.55	0	0	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2395596	219350	30123	1	4	1	monomorphemic	singular	Noun
berde	6	1.4	146	100	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3001422	329474	64518	10	5	2	monomorphemic	singular dative	Noun
berden	12	1	0	0	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3284336	483782	128605	10	6	2	monomorphemic	plural	Noun
berder	9	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3267091	408757	72178	NA	NA	NA	NA	NA	NA
bereefd	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3651488	287111	37962	NA	NA	NA	NA	NA	NA
bereekt	1	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3777979	308808	40837	NA	NA	NA	NA	NA	NA
bereel	6	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3603831	310183	45033	NA	NA	NA	NA	NA	NA
bereemt	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3752149	295713	37383	NA	NA	NA	NA	NA	NA
bereid	7	1.45	3432	537	4374	2137	1548	2739	48.8687	3.33	19.1822	3.1901	ADJ	1688	bereid	1689	.ADJ.WW.BW.	.1688.446.3.	.1689.1047.3.	3227251	269577	44629	1	6	2	lexicalised.undetermined	participle past.positive.singular 1p present.singular 2p present inversed	Adjective.Verb
bereidt	5	1.65	92	66	2632	168	153	1048	3.8418	2.2279	1.8959	2.1875	WW	167	bereiden	1047	.WW.VNW.	.167.1.	.1047.1.	3457824	276184	41391	1	7	2	undetermined	singular 2p present.singular 3p present	Verb
bereigd	1	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3351547	282416	35684	NA	NA	NA	NA	NA	NA
bereik	3	1.8	660	270	10725	703	571	5013	16.0761	2.8476	7.0756	2.7574	N	554	bereik	554	.N.WW.SPEC.	.554.147.2.	.554.4457.2.	3167409	242723	34721	1	6	2	complex.undetermined	singular.singular 1p present.singular 2p present inversed	Noun.Verb
bereikt	4	1.7	4026	619	10111	1303	1060	4457	29.7969	3.1153	13.1351	3.0257	WW	1303	bereiken	4457	.WW.	.1303.	.4457.	3397982	277644	37289	1	7	2	complex	participle past.singular 2p present.singular 3p present	Verb
beren	23	1	149	72	934	410	179	1474	9.3758	2.6138	2.2181	2.2553	N	408	beer	1471	.N.WW.SPEC.	.408.1.1.	.1471.2.1.	3122545	435386	117941	10	5	2	complex.monomorphemic	infinitive.plural.plural present.singular 1p present.singular 2p present inversed	Noun.Verb
berens	4	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3324354	406702	57344	NA	NA	NA	NA	NA	NA
berest	4	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3272013	331073	50119	NA	NA	NA	NA	NA	NA
berg	11	1.3	873	337	3017	1500	819	3003	34.3018	3.1764	10.1487	2.9138	N	1339	berg	2650	.N.SPEC.WW.	.1339.146.15.	.2650.146.207.	2358101	187856	15447	1	4	1	monomorphemic	singular.singular 1p present.singular 2p present inversed	Noun.Verb
bergen	12	1.25	1771	384	3017	1495	877	2935	34.1875	3.1749	10.8674	2.9435	N	1304	berg	2650	.N.WW.SPEC.ADJ.	.1304.114.74.3.	.2650.207.74.4.	3246841	453744	102611	10	6	2	monomorphemic	infinitive.plural.plural present	Noun.Verb
berging	2	1.8	14	9	14	25	19	25	0.5717	1.415	0.2354	1.301	N	25	berging	25	.N.	.25.	.25.	2991140	264221	45132	10	7	2	complex	singular	Noun
bergland	1	2.45	67	29	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3191953	310516	42915	10	8	2	complex	singular	Noun
bergplaats	0	2.65	51	41	61	25	24	27	0.5717	1.415	0.2974	1.3979	N	25	bergplaats	27	.N.	.25.	.27.	3495907	301058	28841	10	10	2	complex	singular	Noun
bergt	5	1.7	94	75	679	13	13	207	0.2973	1.1461	0.1611	1.1461	WW	13	bergen	207	.WW.	.13.	.207.	2588674	209332	16114	1	5	1	monomorphemic	singular 2p present.singular 3p present	Verb
bergwand	2	2.5	43	26	61	7	7	10	0.1601	0.9031	0.0867	0.9031	N	7	bergwand	10	.N.	.7.	.10.	3072695	296353	39041	10	8	2	complex	singular	Noun
bericht	5	1.7	1553	332	2726	2614	1593	3675	59.7767	3.4175	19.7398	3.2025	N	2610	bericht	3586	.N.SPEC.WW.	.2610.3.1.	.3586.3.86.	2827731	291923	41873	1	7	2	undetermined	participle past.singular.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Noun.Verb
beriep	4	1.8	77	53	597	3	3	38	0.0686	0.6021	0.0372	0.6021	WW	3	beroepen	38	.WW.	.3.	.38.	3150964	244976	25532	1	6	2	complex	singular past	Verb
berk	11	1.4	73	33	160	10	6	10	0.2287	1.0414	0.0743	0.8451	N	7	berk	7	.N.SPEC.	.7.3.	.7.3.	2335754	182717	18576	1	4	1	monomorphemic	singular	Noun
berken	13	1.05	82	51	161	5	5	5	0.1143	0.7782	0.062	0.7782	ADJ	5	berken	5	.ADJ.	.5.	.5.	3224494	424037	101396	10	6	2	complex.monomorphemic	plural.positive	Adjective.Noun
berkje	3	1.8	6	4	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2983613	254559	22918	10	6	2	monomorphemic	singular diminutive	Noun
berm	7	1.65	241	103	287	30	23	31	0.686	1.4914	0.285	1.3802	N	30	berm	31	.N.	.30.	.31.	2309924	178721	15017	1	4	1	monomorphemic	singular	Noun
bermaal	1	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2929844	248815	23808	NA	NA	NA	NA	NA	NA
bermen	6	1.6	46	31	287	1	1	31	0.0229	0.301	0.0124	0.301	N	1	berm	31	.N.	.1.	.31.	3198664	417045	92987	10	6	2	monomorphemic	infinitive.plural	Noun.Verb
bermet	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3146323	248094	19519	NA	NA	NA	NA	NA	NA
bern	10	1.35	51	28	51	21	16	21	0.4802	1.3424	0.1983	1.2304	SPEC	21	bern	21	.SPEC.	.21.	.21.	2516719	247922	13953	NA	NA	NA	NA	NA	NA
beroei	4	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3269368	231827	20565	NA	NA	NA	NA	NA	NA
beroemd	5	1.65	852	249	2536	1071	797	2009	24.4915	3.0302	9.8761	2.902	ADJ	1070	beroemd	2007	.ADJ.N.	.1070.1.	.2007.2.	3281449	257101	20280	1	7	2	complex.lexicalised	participle past.positive	Adjective.Verb
beroep	4	1.7	4089	543	5305	1128	830	1195	25.795	3.0527	10.285	2.9196	N	1107	beroep	1137	.N.SPEC.WW.	.1107.20.1.	.1137.20.38.	3129043	228739	20232	1	6	2	complex.undetermined	singular.singular 1p present.singular 2p present inversed	Noun.Verb
beroeps	1	1.95	87	54	87	204	151	204	4.6651	2.3118	1.8711	2.1818	N	168	beroeps	168	.N.ADJ.SPEC.	.168.34.2.	.168.34.2.	3330852	260006	20373	1	7	2	complex	positive	Adjective
beroept	3	1.8	110	64	597	15	15	38	0.343	1.2041	0.1859	1.2041	WW	15	beroepen	38	.WW.	.15.	.38.	3359616	262910	21834	1	7	2	complex	singular 2p present.singular 3p present	Verb
beroerd	6	1.6	362	195	737	348	309	434	7.958	2.5428	3.829	2.4914	ADJ	348	beroerd	434	.ADJ.	.348.	.434.	3470999	388967	38806	1	7	2	complex.lexicalised	participle past.positive	Adjective.Verb
beroofd	4	1.7	315	175	629	647	479	1560	14.7955	2.8116	5.9356	2.6812	WW	646	beroven	1549	.WW.N.	.646.1.	.1549.11.	2847652	253833	19686	1	7	2	complex	participle past	Verb
beroogt	3	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2996490	260696	20044	NA	NA	NA	NA	NA	NA
berooid	2	1.85	45	38	84	24	22	34	0.5488	1.3979	0.2726	1.3617	ADJ	23	berooid	31	.ADJ.WW.	.23.1.	.31.3.	3029241	260192	22908	1	7	2	complex	positive	Adjective
berouw	2	1.7	243	116	292	253	172	253	5.7856	2.4048	2.1314	2.238	N	253	berouw	253	.N.	.253.	.253.	2559178	205378	18635	1	6	2	undetermined	singular.singular 1p present.singular 2p present inversed	Noun.Verb
berpen	6	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3208049	412184	91806	NA	NA	NA	NA	NA	NA
berpers	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3392613	366333	43774	NA	NA	NA	NA	NA	NA
berpstaats	0	3.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3645619	342545	29287	NA	NA	NA	NA	NA	NA
bertaal	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3084298	258174	27129	NA	NA	NA	NA	NA	NA
bertend	2	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3514909	475419	84629	NA	NA	NA	NA	NA	NA
berucht	5	1.65	139	90	497	84	80	309	1.9209	1.9294	0.9913	1.9085	ADJ	84	berucht	309	.ADJ.	.84.	.309.	2684251	268235	33935	1	7	2	undetermined	positive	Adjective
beruild	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2862148	248013	22291	NA	NA	NA	NA	NA	NA
berust	3	1.75	1155	312	2276	74	69	112	1.6922	1.8751	0.855	1.8451	WW	70	berusten	108	.WW.ADJ.N.	.70.2.2.	.108.2.2.	2748536	272521	25225	1	6	2	complex	participle past.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Verb
berzisch	1	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2827947	260093	40769	NA	NA	NA	NA	NA	NA
bes	24	1	38	36	338	27	22	45	0.6174	1.4472	0.2726	1.3617	N	23	bes	41	.N.SPEC.	.23.4.	.41.4.	2169945	105385	21988	1	3	1	monomorphemic	singular	Noun
besaald	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2951656	172099	19652	NA	NA	NA	NA	NA	NA
besalt	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2789665	134377	15402	NA	NA	NA	NA	NA	NA
beschaafd	3	1.9	325	154	768	274	227	515	6.2658	2.4393	2.8129	2.3579	ADJ	263	beschaafd	504	.ADJ.SPEC.	.263.11.	.504.11.	2975046	228700	42564	1	9	2	complex.lexicalised.undetermined	participle past.positive.singular	Adjective.Noun.Verb
beschaagt	2	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3123884	227876	43900	NA	NA	NA	NA	NA	NA
beschaai	2	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2994844	187202	43048	NA	NA	NA	NA	NA	NA
beschaamd	3	1.75	450	208	590	206	181	466	4.7108	2.316	2.2429	2.2601	ADJ	185	beschaamd	185	.ADJ.WW.	.185.21.	.185.281.	3006925	223963	42907	1	9	2	complex.lexicalised	participle past.positive	Adjective.Verb
beschaat	2	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2999588	235621	46556	NA	NA	NA	NA	NA	NA
beschard	1	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2965702	222007	49208	NA	NA	NA	NA	NA	NA
bescheelt	1	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3908068	278855	51010	NA	NA	NA	NA	NA	NA
bescheemt	2	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3825813	233562	44517	NA	NA	NA	NA	NA	NA
bescheen	2	1.75	68	46	194	3	3	3	0.0686	0.6021	0.0372	0.6021	BW	3	beschijnen	3	.BW.	.3.	.3.	3802035	409009	116786	1	8	2	complex	singular past	Verb
bescheept	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3835198	234904	46110	NA	NA	NA	NA	NA	NA
beschen	0	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3196209	373235	111809	NA	NA	NA	NA	NA	NA
beschermd	2	1.9	730	299	3091	638	546	6525	14.5897	2.8055	6.7658	2.738	WW	619	beschermen	6506	.WW.SPEC.ADJ.	.619.15.4.	.6506.15.4.	3416874	311308	47336	1	9	2	complex	participle past	Verb
beschermt	1	2	196	115	3091	692	599	6505	15.8246	2.8407	7.4226	2.7782	WW	692	beschermen	6505	.WW.	.692.	.6505.	3485656	315775	47287	1	9	2	complex	singular 2p present.singular 3p present	Verb
beschikt	3	1.75	864	308	3072	75	73	225	1.7151	1.8808	0.9046	1.8692	WW	75	beschikken	225	.WW.	.75.	.225.	2865820	187171	41417	1	8	2	complex	participle past.singular 2p present.singular 3p present	Verb
beschinkt	1	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3148734	231616	43483	NA	NA	NA	NA	NA	NA
beschook	3	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2817234	185242	43141	NA	NA	NA	NA	NA	NA
beschoon	2	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2998199	280076	44981	NA	NA	NA	NA	NA	NA
beschouw	0	1.95	238	154	7764	446	415	1277	10.1991	2.6503	5.1425	2.6191	WW	445	beschouwen	1276	.WW.N.	.445.1.	.1276.1.	2632842	160643	44311	1	8	2	complex	singular 1p present.singular 2p present inversed	Verb
beschouwd	2	2.15	3529	545	7764	305	277	1276	6.9747	2.4857	3.4325	2.444	WW	305	beschouwen	1276	.WW.	.305.	.1276.	2794633	190064	44654	1	9	2	complex	participle past	Verb
beschouwt	1	2.1	712	269	7764	136	128	1276	3.11	2.1367	1.5861	2.1106	WW	136	beschouwen	1276	.WW.	.136.	.1276.	2863415	194872	44158	1	9	2	complex	singular 2p present.singular 3p present	Verb
